WT07-B15-48	4.893732314580251E-4
WT21-B40-442	4.862007182220529E-4
WT11-B02-164	4.831904671229775E-4
WT21-B37-70	4.7627568115515205E-4
WT21-B37-72	4.756081172466638E-4
WT22-B14-357	4.7460345158588596E-4
WT04-B34-218	4.6287755266276006E-4
WT14-B03-221	4.623315802811865E-4
WT12-B09-105	4.504806445850449E-4
WT15-B07-95	4.4012894609791266E-4
WT21-B03-285	4.2203640898791665E-4
WT18-B28-345	4.213559011378013E-4
WT27-B28-177	4.1950326136238003E-4
WT11-B19-232	4.164490588421352E-4
WT11-B19-250	4.156043517983351E-4
WT20-B39-148	4.1343390687521815E-4
WT25-B31-102	4.0892749950103413E-4
WT23-B23-51	4.0283636467888426E-4
WT21-B01-46	3.9403410594829894E-4
WT14-B14-78	3.9194671755667283E-4
WT06-B09-17	3.8943776887809684E-4
WT23-B27-29	3.854903281725428E-4
WT06-B14-163	3.749881948523782E-4
WT10-B30-205	3.727565022831871E-4
WT12-B37-314	3.7240279039597824E-4
WT13-B02-184	3.7119459173567574E-4
WT13-B16-437	3.7017613838578157E-4
WT08-B24-319	3.691044037829755E-4
WT12-B34-116	3.6887582487931525E-4
WT24-B26-2	3.680173191065001E-4
WT25-B17-38	3.6415631249799333E-4
WT20-B03-150	3.6290650644591464E-4
WT14-B04-105	3.597832335391421E-4
WT07-B23-234	3.5681870130914255E-4
WT14-B14-85	3.5492464442274233E-4
WT22-B14-364	3.5164156585788613E-4
WT16-B01-282	3.4868534296027005E-4
WT18-B14-71	3.478722706591933E-4
WT13-B16-450	3.461791259207301E-4
WT25-B23-127	3.4601245585171595E-4
WT09-B39-178	3.4563530333107115E-4
WT12-B17-278	3.45070047119687E-4
WT13-B30-412	3.447579142732619E-4
WT21-B40-447	3.4263632605811524E-4
WT23-B30-88	3.3921750655736854E-4
WT04-B29-48	3.3780705037027666E-4
WT13-B30-408	3.362135765833483E-4
WT18-B31-187	3.341004521075576E-4
WT08-B24-317	3.317682862729415E-4
WT07-B14-24	3.293504242917883E-4
WT11-B13-4	3.272025282312543E-4
WT12-B40-248	3.27165517050339E-4
WT24-B33-59	3.258906291419891E-4
WT13-B25-82	3.240774858043508E-4
WT18-B14-62	3.231770461062061E-4
WT06-B39-355	3.2243007253953803E-4
WT13-B16-460	3.201408669208832E-4
WT18-B14-68	3.1852501381910494E-4
WT26-B25-680	3.175110038222431E-4
WT15-B01-16	3.174438564060718E-4
WT25-B31-56	3.173172316709955E-4
WT26-B22-336	3.172291059652885E-4
WT23-B18-180	3.171110143372697E-4
WT26-B25-679	3.1583277080235927E-4
WT04-B33-221	3.155651266120575E-4
WT04-B38-204	3.1531567027614387E-4
WT25-B19-180	3.1394051038988863E-4
WT17-B29-70	3.115004588411374E-4
WT17-B29-69	3.115004588411374E-4
WT17-B29-66	3.115004588411374E-4
WT27-B19-302	3.113234119670026E-4
WT17-B29-67	3.110709454521345E-4
WT17-B29-68	3.105146139822219E-4
WT09-B28-263	3.0979640238926106E-4
WT24-B11-329	3.094009367437376E-4
WT07-B14-20	3.015858325212643E-4
WT05-B09-121	3.0118775980893296E-4
WT01-B11-115	3.0115830392347123E-4
WT08-B02-134	3.009449314092107E-4
WT04-B30-256	2.968221944996674E-4
WT18-B18-148	2.948807939847597E-4
WT13-B30-405	2.940263546765167E-4
WT07-B14-25	2.9233096859775684E-4
WT18-B40-82	2.9108972097973573E-4
WT12-B40-235	2.9067692358023103E-4
WT13-B16-451	2.905942697348259E-4
WT02-B03-141	2.863387487257354E-4
WT08-B24-320	2.8479073889832126E-4
WT10-B14-65	2.8385078548607694E-4
WT27-B25-363	2.8273507118043947E-4
WT15-B34-52	2.8250752752692555E-4
WT27-B28-200	2.8230370991511175E-4
WT04-B38-159	2.8134104341971346E-4
WT18-B38-25	2.805157947994146E-4
WT24-B26-381	2.790294400119708E-4
WT15-B34-57	2.774793814355487E-4
WT19-B34-131	2.7682272469093587E-4
WT12-B33-212	2.753406057080651E-4
WT15-B34-56	2.740367193949855E-4
WT01-B01-33	2.73974646317588E-4
WT25-B29-410	2.7351109543255936E-4
WT27-B28-171	2.733667202081571E-4
WT24-B02-93	2.72100249982764E-4
WT23-B27-41	2.7196047992700614E-4
WT15-B34-58	2.711437676028774E-4
WT13-B34-124	2.685867299112658E-4
WT16-B27-21	2.6780872886644243E-4
WT07-B11-415	2.661259005228351E-4
WT02-B16-121	2.6585388250500715E-4
WT02-B16-122	2.6585388250500715E-4
WT24-B26-382	2.6554665905416093E-4
WT10-B39-186	2.651909097580534E-4
WT02-B29-125	2.6160544960171056E-4
WT02-B29-124	2.6160544960171056E-4
WT02-B29-123	2.6160544960171056E-4
WT12-B17-36	2.6089871214457185E-4
WT02-B28-20	2.600083222123704E-4
WT02-B28-21	2.600083222123704E-4
WT02-B28-19	2.600083222123704E-4
WT13-B14-26	2.596886505084686E-4
WT13-B25-53	2.586044478563203E-4
WT27-B27-452	2.584628422141878E-4
WT17-B22-102	2.5791316801514804E-4
WT27-B04-182	2.570333388973045E-4
WT11-B06-41	2.559533418184356E-4
WT07-B17-219	2.521540111242185E-4
WT04-B38-150	2.518615642444688E-4
WT18-B39-107	2.484173656220851E-4
WT18-B24-215	2.471656524806351E-4
WT14-B20-107	2.46813951699532E-4
WT13-B16-438	2.462697115975059E-4
WT27-B04-181	2.4388937694654983E-4
WT13-B16-461	2.437563709374591E-4
WT07-B40-402	2.4330131421263824E-4
WT12-B24-131	2.429609451549783E-4
WT24-B12-246	2.4278620765763717E-4
WT24-B28-186	2.424166856307504E-4
WT24-B13-88	2.4162179066418462E-4
WT27-B29-141	2.4146503047764263E-4
WT20-B02-231	2.4050090854922795E-4
WT18-B38-24	2.399453224454573E-4
WT19-B34-114	2.361505169005279E-4
WT07-B22-386	2.3484285668270259E-4
WT12-B12-11	2.339468857042935E-4
WT12-B40-254	2.326502429493091E-4
WT07-B14-21	2.3217435309495543E-4
WT07-B02-55	2.3206984762571368E-4
WT06-B14-159	2.3205547793572415E-4
WT02-B15-103	2.3160984630228544E-4
WT22-B07-427	2.315065358671641E-4
WT14-B02-106	2.3122854389364005E-4
WT04-B35-13	2.3116626746927371E-4
WT27-B25-361	2.3074538607306563E-4
WT22-B07-425	2.3055612438620398E-4
WT08-B09-307	2.3028450660731624E-4
WT14-B12-412	2.2795284444603414E-4
WT24-B18-75	2.2724984742396252E-4
WT05-B15-106	2.2461556510114107E-4
WT12-B17-270	2.2431954866439146E-4
WT08-B09-311	2.2389130177459792E-4
WT13-B31-359	2.2077780153769208E-4
WT11-B06-47	2.2057900686971987E-4
WT10-B14-91	2.189981458215534E-4
WT01-B01-261	2.1722341972987372E-4
WT24-B28-188	2.1648642936873292E-4
WT01-B01-252	2.1617489021627835E-4
WT02-B28-220	2.15662173302942E-4
WT02-B28-217	2.15662173302942E-4
WT02-B28-219	2.15662173302942E-4
WT02-B28-218	2.15662173302942E-4
WT23-B30-103	2.1531944622924125E-4
WT02-B28-267	2.150789237118078E-4
WT02-B28-264	2.150789237118078E-4
WT02-B28-266	2.150789237118078E-4
WT02-B28-265	2.150789237118078E-4
WT23-B30-98	2.139188752785327E-4
WT25-B13-353	2.1251316230302148E-4
WT12-B30-421	2.1250049441029617E-4
WT26-B22-334	2.1191914000614123E-4
WT15-B34-80	2.1166378659297983E-4
WT08-B01-1	2.1050520032094358E-4
WT14-B25-212	2.0973659513306796E-4
WT15-B37-80	2.097048393354749E-4
WT15-B34-82	2.0918787816520231E-4
WT24-B23-99	2.0907183778332803E-4
WT24-B28-187	2.0889824251596492E-4
WT24-B28-189	2.0889824251596492E-4
WT10-B35-224	2.0841847811470672E-4
WT15-B34-81	2.0822112455241672E-4
WT24-B04-120	2.0632904180331075E-4
WT18-B36-78	2.0557886626683148E-4
WT13-B06-280	2.0520093493703925E-4
WT24-B28-190	2.0496062452916465E-4
WT23-B30-105	2.0470551709209176E-4
WT04-B18-119	2.0456554425497955E-4
WT10-B14-735	2.0418833754164378E-4
WT08-B31-104	2.0377870725521907E-4
WT15-B34-53	2.0362573225299357E-4
WT12-B17-255	2.0254608651902462E-4
WT23-B18-107	2.0250001355307456E-4
WT10-B36-88	2.0227646025215194E-4
WT27-B21-1	2.011511397693508E-4
WT25-B13-334	2.00565790677142E-4
WT02-B03-137	2.0056102567220845E-4
WT23-B20-268	2.0049544860692282E-4
WT27-B25-360	1.999512714041676E-4
WT08-B09-310	1.9956674279445296E-4
WT17-B12-3	1.9928147860907427E-4
WT25-B01-250	1.9856947255913085E-4
WT07-B02-9	1.9627437859830743E-4
WT27-B07-331	1.9542790026247944E-4
WT24-B02-91	1.9487513679628774E-4
WT22-B07-426	1.928589140862322E-4
WT14-B13-292	1.9107417059944617E-4
WT12-B24-142	1.910335489585494E-4
WT04-B29-34	1.8918434163671597E-4
WT24-B09-109	1.8886412034560865E-4
WT16-B27-59	1.8768293843278918E-4
WT24-B02-98	1.8692359367229774E-4
WT03-B24-155	1.862863073585549E-4
WT12-B40-13	1.85572639069187E-4
WT07-B40-281	1.852478725834817E-4
WT25-B13-354	1.8494608181611211E-4
WT07-B23-109	1.8420781657401937E-4
WT10-B33-180	1.8201587907291816E-4
WT03-B23-47	1.8197978335199438E-4
WT22-B11-415	1.8183001736306426E-4
WT27-B19-54	1.8124847762424122E-4
WT23-B33-14	1.8056848531309883E-4
WT24-B26-3	1.804973876037787E-4
WT21-B37-71	1.8022474738684966E-4
WT23-B14-56	1.7990809819033921E-4
WT23-B14-55	1.7990809819033921E-4
WT23-B14-53	1.7990809819033921E-4
WT23-B14-50	1.7990809819033921E-4
WT23-B14-51	1.7990809819033921E-4
WT25-B17-39	1.7914889104266504E-4
WT18-B26-434	1.7885627937896584E-4
WT27-B34-206	1.7790711708179016E-4
WT02-B28-271	1.7695211376684498E-4
WT02-B28-270	1.7695211376684498E-4
WT02-B28-273	1.7695211376684498E-4
WT02-B28-272	1.7695211376684498E-4
WT23-B14-54	1.7684969669283924E-4
WT23-B14-52	1.7684969669283924E-4
WT02-B28-224	1.7664688717823623E-4
WT02-B28-226	1.7664688717823623E-4
WT02-B28-225	1.7664688717823623E-4
WT02-B28-216	1.7664688717823623E-4
WT07-B14-22	1.766451695539074E-4
WT10-B17-351	1.7594381849094008E-4
WT07-B17-239	1.7586056617254202E-4
WT13-B27-94	1.7584525037983787E-4
WT27-B38-275	1.7545770571265336E-4
WT27-B38-273	1.7545770571265336E-4
WT17-B34-504	1.7444397328884883E-4
WT17-B34-503	1.7444397328884883E-4
WT17-B34-506	1.7444397328884883E-4
WT17-B34-505	1.7444397328884883E-4
WT17-B34-500	1.7444397328884883E-4
WT17-B34-502	1.7444397328884883E-4
WT17-B34-501	1.7444397328884883E-4
WT17-B34-508	1.7444397328884883E-4
WT17-B34-507	1.7444397328884883E-4
WT17-B34-509	1.7444397328884883E-4
WT17-B34-498	1.7444397328884883E-4
WT17-B34-499	1.7444397328884883E-4
WT22-B14-452	1.7436500921833584E-4
WT24-B08-146	1.7427602358359746E-4
WT23-B14-244	1.7374395808608035E-4
WT02-B21-184	1.725554267047037E-4
WT23-B29-120	1.725037508023208E-4
WT12-B40-12	1.7226152478858376E-4
WT12-B40-9	1.7226152478858376E-4
WT13-B15-101	1.7204981931214777E-4
WT07-B02-32	1.7201522177832604E-4
WT23-B28-562	1.717580755670397E-4
WT27-B20-291	1.7157627553410814E-4
WT02-B23-167	1.7140720549109682E-4
WT12-B40-14	1.7103469394921152E-4
WT12-B40-3	1.6955876039471962E-4
WT01-B12-77	1.6948856899221237E-4
WT27-B20-174	1.6948436423496206E-4
WT07-B40-166	1.686481056429845E-4
WT07-B40-167	1.686481056429845E-4
WT07-B40-168	1.686481056429845E-4
WT13-B39-334	1.6836424837062596E-4
WT13-B39-315	1.6833967878045406E-4
WT12-B40-11	1.6774928252431297E-4
WT13-B17-278	1.6759050158065005E-4
WT18-B38-182	1.6707443266508057E-4
WT11-B04-34	1.6617437518721409E-4
WT13-B21-124	1.6594895147435573E-4
WT07-B19-144	1.6563705204795386E-4
WT14-B34-172	1.6557212400674357E-4
WT12-B39-315	1.6553830413268956E-4
WT10-B40-320	1.6519593740488902E-4
WT12-B06-139	1.650549830496892E-4
WT02-B23-166	1.6354862029335256E-4
WT27-B21-3	1.625241772136546E-4
WT25-B04-649	1.624819061643096E-4
WT25-B04-650	1.6205496360017816E-4
WT25-B05-34	1.6135149577724994E-4
WT25-B05-12	1.6135149577724994E-4
WT27-B18-381	1.6062745890654638E-4
WT08-B33-284	1.6023258766003859E-4
WT08-B24-243	1.6004194175027155E-4
WT23-B28-180	1.5996551011181924E-4
WT06-B38-10	1.598521793564111E-4
WT13-B34-256	1.594331401547361E-4
WT12-B40-10	1.5887284583084E-4
WT18-B18-177	1.587826697411742E-4
WT08-B07-159	1.586863581630077E-4
WT24-B11-274	1.5817578378005402E-4
WT18-B39-137	1.5752268946773632E-4
WT24-B18-182	1.5748962039837197E-4
WT24-B08-147	1.5629613925438956E-4
WT23-B30-89	1.5610871424826995E-4
WT02-B16-103	1.5585579716827325E-4
WT24-B11-54	1.5569458703348191E-4
WT25-B13-371	1.552059373124115E-4
WT23-B32-191	1.5504639696643744E-4
WT27-B04-169	1.5499439818949528E-4
WT24-B40-140	1.5499280236523435E-4
WT12-B40-241	1.548965795634348E-4
WT14-B02-403	1.5429584381870023E-4
WT24-B17-197	1.5422410421195618E-4
WT05-B11-312	1.5418787591185218E-4
WT19-B37-2	1.5367501303202423E-4
WT19-B36-96	1.5353796664899891E-4
WT23-B31-215	1.5332336932199282E-4
WT14-B15-37	1.53318331247679E-4
WT04-B27-721	1.533173320297395E-4
WT02-B16-123	1.5286602705360145E-4
WT24-B11-231	1.5284875319225566E-4
WT09-B34-124	1.5281847102024322E-4
WT19-B37-1	1.5266402866839914E-4
WT12-B40-17	1.520479785231654E-4
WT10-B36-90	1.5194223006993946E-4
WT20-B39-186	1.5118464784363478E-4
WT09-B28-83	1.5100443751009837E-4
WT22-B09-181	1.5069115357704024E-4
WT01-B06-32	1.5050873653175365E-4
WT10-B35-237	1.501330820522578E-4
WT07-B40-97	1.4964799791778626E-4
WT23-B29-123	1.494715908807821E-4
WT23-B28-576	1.4894881176350674E-4
WT11-B15-220	1.4835599908046462E-4
WT08-B23-282	1.4811087201544782E-4
WT10-B38-105	1.4773952823864817E-4
WT27-B38-272	1.476592993933413E-4
WT27-B38-271	1.476592993933413E-4
WT11-B02-151	1.4754703672419583E-4
WT27-B38-274	1.4735066621243337E-4
WT23-B36-273	1.462376554077012E-4
WT10-B38-108	1.4618758727006243E-4
WT10-B38-109	1.4618758727006243E-4
WT10-B38-110	1.4618758727006243E-4
WT21-B35-163	1.4610091607152712E-4
WT09-B34-220	1.460915924313141E-4
WT09-B34-229	1.460915924313141E-4
WT04-B22-262	1.4563233789268828E-4
WT18-B31-223	1.4550196337007474E-4
WT10-B16-675	1.4542766077740426E-4
WT09-B33-104	1.4537795720755224E-4
WT16-B27-185	1.4529696528160733E-4
WT18-B14-70	1.449905731613968E-4
WT06-B31-160	1.4471220501377103E-4
WT16-B26-139	1.4404629262577322E-4
WT12-B24-140	1.4372470326984592E-4
WT24-B01-154	1.4351939387034578E-4
WT24-B01-155	1.4351939387034578E-4
WT24-B01-156	1.4351939387034578E-4
WT24-B08-157	1.434558384886953E-4
WT09-B33-103	1.4327814863238935E-4
WT02-B03-142	1.429290750347126E-4
WT11-B16-269	1.429123202457766E-4
WT11-B16-268	1.429123202457766E-4
WT11-B16-270	1.429123202457766E-4
WT19-B37-223	1.427218126261232E-4
WT27-B19-473	1.4229346880292025E-4
WT14-B15-270	1.4218358629930903E-4
WT09-B34-230	1.410964304956327E-4
WT04-B38-162	1.4067965887234413E-4
WT12-B31-228	1.406204336999665E-4
WT12-B31-239	1.406204336999665E-4
WT12-B31-243	1.406204336999665E-4
WT12-B31-240	1.406204336999665E-4
WT24-B08-158	1.4046902469717367E-4
WT12-B31-225	1.4036426816148762E-4
WT12-B31-241	1.401507968794219E-4
WT27-B19-320	1.4004902350190745E-4
WT12-B31-242	1.398776230567265E-4
WT13-B18-188	1.395811222986613E-4
WT20-B40-44	1.3950608996758155E-4
WT10-B32-84	1.3947220893994328E-4
WT22-B38-424	1.386668841251663E-4
WT10-B31-580	1.3811089668693192E-4
WT10-B31-581	1.3811089668693192E-4
WT10-B31-582	1.3811089668693192E-4
WT13-B37-273	1.3803351872639655E-4
WT27-B08-132	1.3774316363442932E-4
WT27-B27-28	1.3714294478312E-4
WT07-B22-391	1.3677109005534317E-4
WT22-B09-35	1.3639028718129972E-4
WT22-B10-164	1.3500144806419094E-4
WT25-B13-303	1.3483113923124052E-4
WT16-B25-152	1.346003807902378E-4
WT03-B21-27	1.3434210063997313E-4
WT03-B17-89	1.3428220476639581E-4
WT21-B36-136	1.3414579855899496E-4
WT08-B01-172	1.3384740903562157E-4
WT25-B13-355	1.3371305473390373E-4
WT25-B13-352	1.337130547339037E-4
WT07-B02-14	1.3349348959487223E-4
WT04-B18-199	1.3334465667576097E-4
WT25-B11-86	1.3310247631854687E-4
WT25-B11-85	1.3310247631854687E-4
WT25-B11-84	1.3310247631854687E-4
WT25-B11-83	1.3310247631854687E-4
WT25-B11-82	1.3310247631854687E-4
WT21-B36-140	1.3286497086660055E-4
WT21-B36-141	1.3286497086660055E-4
WT21-B36-142	1.3286497086660055E-4
WT21-B36-143	1.3286497086660055E-4
WT21-B36-137	1.3286497086660055E-4
WT21-B36-138	1.3286497086660055E-4
WT21-B36-139	1.3286497086660055E-4
WT08-B26-265	1.325188286710616E-4
WT04-B14-128	1.324193764785126E-4
WT18-B14-67	1.323991573989106E-4
WT14-B03-224	1.3220803781206704E-4
WT08-B01-106	1.320737984344879E-4
WT22-B13-79	1.3170872968353776E-4
WT27-B08-97	1.3167459062448492E-4
WT13-B14-28	1.3101250235308663E-4
WT24-B02-94	1.30962863197416E-4
WT13-B39-29	1.3082858188358528E-4
WT07-B40-170	1.3069107778025972E-4
WT14-B02-245	1.3055785253058744E-4
WT09-B37-199	1.30546910870524E-4
WT10-B38-127	1.3049098104372998E-4
WT25-B30-216	1.3027216460014324E-4
WT02-B08-193	1.301595649931599E-4
WT25-B05-10	1.299052506404688E-4
